record_id,year,central_ministry,central_scheme,state,district,city,state_scheme,project_type,vendor_name,central_allocated_funds,state_received_funds,district_received_funds,project_budget,spent_amount,fund_utilization_rate,project_status,project_start_date,expected_completion,actual_completion,citizen_complaints,citizen_rating,completion_verified,planned_duration_days,delay_days_raw,delay_days,is_delayed,central_state_gap,state_district_gap,central_state_gap_pct,state_district_gap_pct,fund_leakage,fund_leakage_pct,state_absorption_rate,district_absorption_rate,overspend,underutilized,budget_efficiency,citizen_risk,false_completion,vendor_concentration,risk_score,risk_norm,risk_label,lapse_risk,ae_recon_error,ae_anomaly,iso_anomaly,iso_score,lapse_probability,xgb_anomaly_prob,final_risk_score,final_risk_label
1639,2025,Ministry of Health,PM Awas Yojana,Maharashtra,Pune,Hinjewadi,Smart City Initiative,Hospital Upgrade,Vendor_1047,385157089,256971613,187663659,125832847,100492365,0.799,Delayed,2023-11-25,2024-01-29,2024-03-06,45,2.16,Yes,65,37,37,1,128185476,69307954,0.33281349262664095,0.26971054581036547,197493430,0.5127607296876211,0.667186507373359,0.7302894541896345,0,0,0.7986179077709336,0,0,0.007936507936507936,0.18119047619047618,0.1526034329624729,Low,0,0.08120794158324436,0,1,0.5631537942190115,0.0,0.96558225,0.30103027289804746,Medium
1640,2023,Ministry of Health,Jal Jeevan Mission,Tamil Nadu,Chennai,T Nagar,State Road Development,Bridge Development,Vendor_1090,223465707,98361775,54247404,60441965,78045840,1.291,Delayed,2024-07-01,2024-12-13,2025-02-12,261,1.2,Yes,165,61,61,1,125103932,44114371,0.5598350354490857,0.4484910017128097,169218303,0.7572450613194086,0.4401649645509143,0.5515089982871904,1,0,1.2912525262869927,1,0,0.01812688821752266,0.8027190332326285,0.8819932322992217,High,0,0.10663267374950794,0,0,0.5262637232019146,0.0,0.0020176943,0.4384411336222123,Medium
1641,2024,Ministry of Health,PM Awas Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,Smart City Initiative,Road Construction,Vendor_1088,140008818,46072453,27408621,26343941,28667580,1.088,Ongoing,2023-05-22,2023-08-22,2023-11-23,281,4.85,No,92,93,93,1,93936365,18663832,0.6709317765970998,0.40509742339961796,112600197,0.8042364660203045,0.32906822340290026,0.594902576600382,1,0,1.0882039251454443,0,0,0.01607717041800643,0.452411575562701,0.4708927553203236,Medium,0,0.13050537762703568,0,0,0.49384726014288466,0.0,0.00027950178,0.2760585317042269,Low
1642,2023,Ministry of Infrastructure,PM Awas Yojana,Uttar Pradesh,Varanasi,Sigra,Urban Housing Scheme,Hospital Upgrade,Vendor_1014,285626661,177264431,67017414,57055509,68390678,1.199,Delayed,2024-01-28,2024-05-02,2024-06-04,195,4.23,No,95,33,33,1,108362230,110247017,0.37938415699926553,0.6219353559993093,218609247,0.7653670922547388,0.6206158430007345,0.3780646440006907,1,0,1.1986691416599229,0,0,0.008670520231213872,0.5013005780346822,0.5282660478243939,Medium,0,0.02307191751013736,0,0,0.48724689135852045,0.0,0.00010247784,0.24942189345701515,Low
1643,2025,Ministry of Education,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,Urban Housing Scheme,Hospital Upgrade,Vendor_1003,363460506,188519912,123100492,111847166,120679351,1.079,Delayed,2023-01-09,2023-06-15,2023-07-16,106,3.2,Yes,157,31,31,1,174940594,65419420,0.4813194036548224,0.34701596932635953,240360014,0.6613098535663184,0.5186805963451776,0.6529840306736404,1,0,1.0789665515530362,0,0,0.011661807580174927,0.30174927113702626,0.2940842293925244,Medium,0,0.07797400513896155,0,0,0.5075512284673657,0.0,0.0013572993,0.2057904667695712,Low
1644,2023,Ministry of Rural Development,PM Gram Sadak Yojana,Gujarat,Surat,Adajan,Urban Transport Improvement,Bridge Development,Vendor_1070,57708804,22145429,13190387,7597412,3857923,0.508,Completed,2023-11-07,2024-01-07,2024-02-02,94,1.92,Yes,61,26,26,1,35563375,8955042,0.6162556236653249,0.40437428419201094,44518417,0.7714319811583689,0.383744376334675,0.5956257158079891,0,0,0.5077943647126153,0,0,0.011627906976744186,0.20174418604651162,0.17672407253350825,Low,0,0.10601949364148448,0,0,0.48590522670520303,0.002012001655400745,0.00039210217,0.15731588369136518,Low
1645,2025,Ministry of Health,PM Gram Sadak Yojana,Maharashtra,Mumbai,Bandra,State Road Development,Hospital Upgrade,Vendor_1078,237649158,79308273,56862166,36057357,29710726,0.824,Ongoing,2023-12-03,2024-05-13,2024-04-22,165,3.51,No,162,-21,0,0,158340885,22446107,0.6662800168641877,0.28302352517498397,180786992,0.7607306229126215,0.3337199831358123,0.716976474825016,0,0,0.8239851301358555,0,0,0.013392857142857142,0.1320089285714286,0.0948868264727489,Low,0,0.06536306092399706,0,0,0.46679421555131956,0.00041702645980705493,4.760323e-05,0.09665424177913595,Low
1646,2023,Ministry of Health,PM Awas Yojana,Karnataka,Mysore,VV Mohalla,Smart City Initiative,Water Pipeline,Vendor_1089,333466152,179807130,102905033,95209983,101977891,1.071,Completed,2023-12-04,2024-05-20,2024-07-16,12,2.79,No,168,57,57,1,153659022,76902097,0.4607934600810699,0.4276921443548985,230561119,0.6914078613891823,0.5392065399189301,0.5723078556451014,1,0,1.0710840164733566,0,1,0.012195121951219513,0.40182926829268295,0.41153229869827,Medium,0,0.1858116870206621,1,0,0.5193564359026612,0.0,0.0006230281,0.2980868825059509,Low
1647,2025,Ministry of Health,Jal Jeevan Mission,Maharashtra,Nagpur,Dharampeth,Urban Housing Scheme,Water Pipeline,Vendor_1062,69885739,21673113,6518739,4298558,2067704,0.481,Completed,2023-10-17,2024-02-20,2024-05-31,43,4.74,No,126,101,101,1,48212626,15154374,0.6898778876760536,0.6992246106962114,63367000,0.9067229009340518,0.3101221123239464,0.3007753893037885,0,0,0.48102270575388306,0,1,0.004366812227074236,0.45065502183406114,0.4688313659325952,Medium,1,0.2772892705570591,1,1,0.5763311448925842,0.9769678847833899,0.8495875,0.6328469350886419,High
1648,2025,Ministry of Infrastructure,PM Gram Sadak Yojana,Karnataka,Bangalore,Indiranagar,Urban Housing Scheme,School Building,Vendor_1081,110461295,60761539,33693479,19923752,18168989,0.912,Delayed,2024-09-25,2025-01-16,2025-05-14,271,2.58,Yes,113,118,118,1,49699756,27068060,0.4499291448647239,0.4454801580980363,76767816,0.6949747963755087,0.5500708551352761,0.5545198419019637,0,0,0.9119260769758628,0,0,0.018404907975460124,0.35276073619631904,0.3539483206589659,Medium,0,0.13599953038183954,0,0,0.4563665893973989,0.00036701980422255206,0.00016017762,0.20552540979295844,Low
1649,2024,Ministry of Health,Jal Jeevan Mission,Maharashtra,Pune,Hinjewadi,Urban Housing Scheme,Water Pipeline,Vendor_1011,310715806,93800941,53339696,36933336,8845804,0.24,Ongoing,2024-09-07,2025-02-15,2025-05-07,175,2.99,Yes,161,81,81,1,216914865,40461245,0.6981133911159962,0.43135222918499294,257376110,0.8283328528192093,0.3018866088840038,0.5686477708150071,0,1,0.23950731122690894,0,0,0.007936507936507936,0.5511904761904762,0.5868139333438642,Medium,1,0.1121984295207816,0,0,0.5043339455023089,1.0,0.00061117805,0.4685418159673359,Medium
1650,2025,Ministry of Infrastructure,Ayushman Bharat,Maharashtra,Mumbai,Bandra,Urban Transport Improvement,Road Construction,Vendor_1076,315283804,98444511,39739526,23369672,9269410,0.397,Delayed,2023-01-28,2023-04-07,2023-05-17,261,1.83,No,69,40,40,1,216839293,58704985,0.6877590610394945,0.5963256295721759,275544278,0.8739563355433253,0.3122409389605056,0.40367437042782406,0,1,0.39664270854978195,1,0,0.008928571428571428,0.3513392857142857,0.35228018896958463,Medium,1,0.05052326574876628,0,0,0.5344542167571408,0.995,0.0010635281,0.3876639905390999,Medium
1651,2025,Ministry of Infrastructure,Jal Jeevan Mission,Gujarat,Vadodara,Alkapuri,State Road Development,Bridge Development,Vendor_1033,66460762,44564192,30553933,12363004,15963882,1.291,Ongoing,2023-11-09,2024-02-05,2024-03-02,17,4.59,No,88,26,26,1,21896570,14010259,0.3294661292026715,0.3143837770019481,35906829,0.5402711001116719,0.6705338707973285,0.6856162229980519,1,0,1.291262382508329,0,0,0.002857142857142857,0.5004285714285714,0.5272427115412176,Medium,0,0.12049290819900509,0,0,0.5431851842240639,0.0072924999999999995,0.0009810452,0.3349055140043055,Medium
1652,2025,Ministry of Education,Ayushman Bharat,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Housing Scheme,School Building,Vendor_1071,234130931,119311645,49357117,36809592,7553293,0.205,Ongoing,2023-09-07,2024-02-07,2024-03-04,95,2.18,Yes,153,26,26,1,114819286,69954528,0.49040631030506604,0.5863176892750075,184773814,0.7891901049161248,0.509593689694934,0.4136823107249925,0,1,0.20519904159763575,0,0,0.00964630225080386,0.4014469453376206,0.4110836266938784,Medium,1,0.1736097362365482,1,0,0.48530896281930425,1.0,0.00021917878,0.4143805570684155,Medium
1653,2023,Ministry of Infrastructure,Jal Jeevan Mission,Karnataka,Hubli,Keshwapur,Smart City Initiative,Water Pipeline,Vendor_1009,55696009,36824360,22081093,23683723,25610822,1.081,Completed,2023-10-06,2024-01-18,2024-03-15,192,2.56,Yes,104,57,57,1,18871649,14743267,0.3388330571405933,0.4003672297359683,33614916,0.6035426344462131,0.6611669428594067,0.5996327702640317,1,0,1.0813680771388856,0,0,0.014245014245014245,0.3021367521367522,0.2945389545784143,Medium,0,0.07193285043607738,0,0,0.48483361956721865,0.0,0.00017140737,0.1842764754376153,Low
1654,2023,Ministry of Rural Development,Digital India,Tamil Nadu,Chennai,T Nagar,State Road Development,Water Pipeline,Vendor_1017,340618395,234926924,118276969,111505419,111582161,1.001,Completed,2023-10-29,2024-03-12,2024-05-17,299,5.0,No,135,66,66,1,105691471,116649955,0.31029290417506666,0.496537191284214,222341426,0.6527581283447713,0.6897070958249334,0.503462808715786,1,0,1.000688235609428,0,1,0.012084592145015106,0.5518126888217523,0.5875441259329723,Medium,0,0.04988992120124342,0,1,0.5758352302914668,0.0,0.91947776,0.4474072276698311,Medium
1655,2023,Ministry of Rural Development,Ayushman Bharat,Maharashtra,Nagpur,Sitabuldi,Urban Transport Improvement,Hospital Upgrade,Vendor_1093,197481874,73430090,37977408,30789367,28826595,0.936,Completed,2024-10-30,2025-02-10,2025-03-22,216,4.2,Yes,103,40,40,1,124051784,35452682,0.6281679502393217,0.48280864152556535,159504466,0.8076916770599412,0.3718320497606783,0.5171913584744346,0,0,0.9362516286872673,0,0,0.013100436681222707,0.2019650655021834,0.17698328382802503,Low,0,0.01243207244350041,0,0,0.4408256712479163,0.001358176061584304,1.9000141e-05,0.08327594979249023,Low
1656,2025,Ministry of Health,PM Awas Yojana,Uttar Pradesh,Kanpur,Kalyanpur,Urban Transport Improvement,Hospital Upgrade,Vendor_1016,215456680,67655037,24847090,23270176,8887565,0.382,Completed,2023-09-09,2023-11-30,2024-01-16,172,2.54,No,82,47,47,1,147801643,42807947,0.685992390674543,0.6327385054862952,190609590,0.8846770961104571,0.31400760932545696,0.3672614945137049,0,1,0.38192942760725146,0,1,0.01892744479495268,0.3028391167192429,0.2953632088400723,Medium,1,0.09456971526711981,0,0,0.5335974692841245,0.995,0.026476184,0.38641270623328705,Medium
1657,2023,Ministry of Rural Development,Jal Jeevan Mission,Karnataka,Hubli,Keshwapur,Urban Transport Improvement,Road Construction,Vendor_1038,383391850,216006979,94953880,69175098,65185990,0.942,Completed,2023-06-30,2023-12-27,2024-01-13,111,3.08,No,180,17,17,1,167384871,121053099,0.4365895388751743,0.5604129068440886,288437970,0.7523320331405062,0.5634104611248257,0.43958709315591143,0,0,0.9423331789136027,0,1,0.019943019943019943,0.302991452991453,0.29554198183732255,Medium,0,0.08005294024454683,0,0,0.5105158069757068,0.0028693684831792247,0.00020616381,0.20992260903743037,Low
1658,2023,Ministry of Infrastructure,Digital India,Tamil Nadu,Chennai,T Nagar,Urban Transport Improvement,Road Construction,Vendor_1066,289883651,159234231,104045809,67673709,61090851,0.903,Ongoing,2023-06-28,2023-10-23,2024-01-13,194,2.23,Yes,117,82,82,1,130649420,55188422,0.45069606219358677,0.3465864195996902,185837842,0.6410773472699225,0.5493039378064133,0.6534135804003098,0,0,0.9027265078673314,1,0,0.006042296072507553,0.5009063444108761,0.5278033981512588,Medium,0,0.019115295977144536,0,0,0.4781114549339886,0.0,6.009668e-05,0.24000358186953635,Low
1659,2024,Ministry of Education,Digital India,Gujarat,Ahmedabad,Navrangpura,Urban Housing Scheme,School Building,Vendor_1050,236726737,101286850,38499481,38130482,30612060,0.803,Delayed,2023-01-23,2023-06-27,2023-07-11,281,4.5,Yes,155,14,14,1,135439887,62787369,0.5721359940850281,0.6198965512304905,198227256,0.8373674157473814,0.4278640059149719,0.3801034487695096,0,0,0.8028238405168862,0,0,0.008746355685131196,0.2013119533527697,0.17621682935991126,Low,0,0.036000188340853626,0,0,0.45985186399165523,0.002223384794478781,6.900092e-05,0.10827679784986435,Low
1660,2024,Ministry of Health,PM Gram Sadak Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Transport Improvement,School Building,Vendor_1041,183176499,82329895,57947576,49640356,56781545,1.144,Ongoing,2024-10-18,2025-04-04,2025-07-19,249,1.17,No,168,106,106,1,100846604,24382319,0.5505433532715351,0.29615389403812553,125228923,0.6836516894014881,0.44945664672846486,0.7038461059618745,1,0,1.1438585371950194,1,0,0.006430868167202572,0.7809646302250804,0.8564635290143409,High,0,0.04710679178784235,0,0,0.5320980913779001,0.0,0.004203086,0.4118890672747124,Medium
1661,2024,Ministry of Education,PM Gram Sadak Yojana,Karnataka,Mysore,VV Mohalla,State Road Development,Hospital Upgrade,Vendor_1073,51638505,19265944,8723111,7389555,3905077,0.528,Ongoing,2023-03-19,2023-09-10,2023-10-22,123,2.51,Yes,175,42,42,1,32372561,10542833,0.6269074017537882,0.5472263907753495,42915394,0.8310735177170602,0.3730925982462118,0.4527736092246505,0,0,0.5284590208747347,0,0,0.012195121951219513,0.20182926829268294,0.17682392011373424,Low,0,0.08833793891332505,0,0,0.4883322217545756,0.006515618483179224,0.00093127205,0.15337033820049065,Low
1662,2024,Ministry of Education,PM Gram Sadak Yojana,Tamil Nadu,Madurai,Anna Nagar,Urban Housing Scheme,School Building,Vendor_1099,91329815,50364438,35852101,38198734,34943423,0.915,Delayed,2023-07-07,2023-09-28,2023-12-10,109,2.8,Yes,83,73,73,1,40965377,14512337,0.44854330428677647,0.28814650924924445,55477714,0.6074436261586647,0.5514566957132235,0.7118534907507555,0,0,0.9147796102352502,0,0,0.014326647564469915,0.33214899713467044,0.3297595813841305,Medium,0,0.036160657063609734,0,0,0.44986262733001464,0.0,2.6824506e-05,0.15327905736745415,Low
1663,2024,Ministry of Infrastructure,PM Awas Yojana,Karnataka,Bangalore,Indiranagar,Urban Housing Scheme,Road Construction,Vendor_1064,322670747,204011618,71283105,49590814,34437538,0.694,Ongoing,2023-08-22,2024-02-17,2024-02-05,126,3.34,No,179,-12,0,0,118659129,132728513,0.367740584181311,0.6505929137819985,251387642,0.779084079784896,0.632259415818689,0.34940708621800154,0,0,0.694433811874917,0,0,0.009202453987730062,0.1513803680981595,0.1176200222835859,Low,0,0.17829031373655577,1,0,0.47579249503658366,0.0,6.4251435e-05,0.1553828748278936,Low
1664,2025,Ministry of Education,Digital India,Uttar Pradesh,Lucknow,Gomti Nagar,State Road Development,Road Construction,Vendor_1015,339580094,160283025,95021274,85530972,32064729,0.375,Completed,2023-07-25,2023-11-09,2023-11-04,258,4.45,Yes,107,-5,0,0,179297069,65261751,0.5279964054665701,0.4071657057882455,244558820,0.7201800821693629,0.4720035945334299,0.5928342942117545,0,1,0.3748902678201763,0,0,0.00964630225080386,0.15144694533762057,0.11769815346320861,Low,1,0.020069832559604865,0,0,0.4889710515880837,1.0,0.00024221459,0.25604882445395777,Low
1665,2025,Ministry of Rural Development,Jal Jeevan Mission,Uttar Pradesh,Varanasi,Sigra,Urban Transport Improvement,Road Construction,Vendor_1031,79424494,47899836,26426316,16552015,12847898,0.776,Delayed,2023-05-05,2023-09-28,2023-10-31,150,2.5,Yes,146,33,33,1,31524658,21473520,0.3969135516305587,0.44830049104969794,52998178,0.6672775025799975,0.6030864483694413,0.5516995089503021,0,0,0.7762135304976464,0,0,0.014450867052023121,0.20216763005780347,0.17722100182006645,Low,0,0.04636457177005671,0,0,0.4473476164967085,0.00041702645980705493,2.1539763e-05,0.10172670533572324,Low
1666,2024,Ministry of Infrastructure,Digital India,Tamil Nadu,Chennai,T Nagar,Smart City Initiative,Bridge Development,Vendor_1074,56434233,35741680,15006765,12217342,3842870,0.315,Delayed,2024-10-09,2024-12-18,2025-02-05,278,1.53,No,70,49,49,1,20692553,20734915,0.3666666826144337,0.5801326350636008,41427468,0.734084008902894,0.6333333173855663,0.4198673649363992,0,1,0.3145422302166871,1,0,0.012084592145015106,0.35181268882175226,0.3528357473484364,Medium,1,0.04398373373530297,0,0,0.5339225649817864,0.995,0.04359665,0.38915910159640477,Medium
1667,2025,Ministry of Health,Jal Jeevan Mission,Tamil Nadu,Madurai,Anna Nagar,Smart City Initiative,Road Construction,Vendor_1026,111672168,77705294,42697720,46353068,29359205,0.633,Ongoing,2023-08-08,2023-11-24,2023-11-08,253,3.07,Yes,108,-16,0,0,33966874,35007574,0.3041659762529192,0.4505172324552301,68974448,0.6176511948796409,0.6958340237470808,0.5494827675447699,0,0,0.6333821312539658,0,0,0.011461318051575931,0.15171919770773637,0.11801765302498698,Low,0,0.05189840029143053,0,0,0.4728462433743083,0.0,0.00025276205,0.10468219291045583,Low
1668,2025,Ministry of Infrastructure,Ayushman Bharat,Gujarat,Surat,Adajan,Urban Transport Improvement,Water Pipeline,Vendor_1084,367898189,132203208,39737148,20723679,7807323,0.377,Completed,2023-11-09,2024-01-16,2024-05-02,8,4.93,No,68,107,107,1,235694981,92466060,0.6406527350424114,0.6994237235150905,328161041,0.8919887371340118,0.35934726495758856,0.3005762764849095,0,1,0.37673441091227095,0,1,0.00872093023255814,0.45130813953488375,0.4695978269155199,Medium,1,0.17780809864849184,1,1,0.5840686567464124,0.9892171461616307,0.9121098,0.6096930189992008,High
1669,2023,Ministry of Infrastructure,Digital India,Gujarat,Vadodara,Alkapuri,State Road Development,Water Pipeline,Vendor_1078,134856760,67859481,27821126,25489773,22378171,0.878,Ongoing,2024-10-15,2025-03-12,2025-04-06,25,4.59,Yes,148,25,25,1,66997279,40038355,0.4968032674075812,0.5900185856122301,107035634,0.7936986918564557,0.5031967325924188,0.4099814143877699,0,0,0.8779274338771083,0,0,0.008571428571428572,0.2012857142857143,0.17618603671549055,Low,0,0.22306384356307002,1,0,0.44616719506781066,0.0012593903807961316,2.5331055e-05,0.1681042061977616,Low
1670,2023,Ministry of Infrastructure,Ayushman Bharat,Gujarat,Vadodara,Alkapuri,Urban Transport Improvement,Hospital Upgrade,Vendor_1032,209778247,99029566,71971315,84040757,86418915,1.028,Ongoing,2023-11-30,2024-03-25,2024-03-02,201,3.16,Yes,116,-23,0,0,110748681,27058251,0.5279321501814247,0.2732340662787515,137806932,0.656917168346821,0.4720678498185753,0.7267659337212484,1,0,1.028297674662783,0,0,0.011428571428571429,0.2317142857142857,0.2118952400287092,Low,0,0.09357698432975536,0,0,0.4857175403769888,0.0,6.351311e-05,0.16437110446311393,Low
1671,2025,Ministry of Health,Ayushman Bharat,Tamil Nadu,Madurai,Anna Nagar,Smart City Initiative,Hospital Upgrade,Vendor_1075,369368861,141577236,82400010,69940566,58641217,0.838,Ongoing,2024-03-14,2024-06-26,2024-10-20,113,3.15,Yes,104,116,116,1,227791625,59177226,0.6167050042694313,0.41798545918780333,286968851,0.7769167390642602,0.38329499573056863,0.5820145408121967,0,0,0.8384435579203062,0,0,0.0057306590257879654,0.3508595988538682,0.3517172563434002,Medium,0,0.011226356685743687,0,0,0.46660965403995747,0.0,0.00010793052,0.16561696403224743,Low
1672,2025,Ministry of Infrastructure,PM Gram Sadak Yojana,Karnataka,Mysore,VV Mohalla,State Road Development,Bridge Development,Vendor_1083,322123694,130103842,60865411,53287332,18783939,0.353,Completed,2024-11-24,2025-02-13,2025-04-02,283,1.71,Yes,81,48,48,1,192019852,69238431,0.5961059542549515,0.532178219610148,261258283,0.8110495684306911,0.4038940457450485,0.467821780389852,0,1,0.3525028988127985,1,0,0.009146341463414634,0.3513719512195122,0.35231852330842145,Medium,1,0.05587447259793675,0,0,0.5125887713326821,1.0,0.00066073204,0.37191361338638024,Medium
1673,2023,Ministry of Rural Development,PM Awas Yojana,Uttar Pradesh,Varanasi,Sigra,Smart City Initiative,School Building,Vendor_1068,180927675,57435199,41205867,20488109,6201157,0.303,Delayed,2024-03-02,2024-08-16,2024-11-20,266,2.31,No,167,96,96,1,123492476,16229332,0.6825516107472226,0.28256769859890274,139721808,0.7722522715223086,0.3174483892527774,0.7174323014010973,0,1,0.302671027374952,1,0,0.005780346820809248,0.48086705202312136,0.504286449029702,Medium,1,0.044893563308463176,0,0,0.5500758811756528,1.0,0.011842719,0.45377225738868854,Medium
1674,2024,Ministry of Infrastructure,Jal Jeevan Mission,Gujarat,Surat,Adajan,Urban Housing Scheme,Bridge Development,Vendor_1057,251265565,120315561,81483906,70488557,14441605,0.205,Ongoing,2024-04-10,2024-08-31,2024-12-06,262,1.22,Yes,143,97,97,1,130950004,38831655,0.5211617596704905,0.32274840159703033,169781659,0.6757060363603743,0.47883824032950956,0.6772515984029697,0,1,0.2048787152785664,1,0,0.029069767441860465,0.7043604651162791,0.7665653320867968,High,1,0.04389417878191583,0,0,0.5518010198365276,1.0,0.018736511,0.5473381156580852,Medium
1675,2025,Ministry of Rural Development,Ayushman Bharat,Gujarat,Vadodara,Alkapuri,Urban Housing Scheme,Hospital Upgrade,Vendor_1044,192277412,80373463,51389580,51988550,66390145,1.277,Ongoing,2024-08-03,2024-10-16,2024-12-10,68,2.36,No,74,55,55,1,111903949,28983883,0.5819921738909196,0.36061508261750524,140887832,0.7327321006380094,0.4180078261090803,0.6393849173824948,1,0,1.2770147465163002,0,0,0.002857142857142857,0.5004285714285714,0.5272427115412176,Medium,0,0.04594827046285416,0,0,0.48655688297185123,0.0,7.0764545e-05,0.2572295775788367,Low
1676,2024,Ministry of Infrastructure,PM Gram Sadak Yojana,Uttar Pradesh,Kanpur,Kalyanpur,Smart City Initiative,Hospital Upgrade,Vendor_1064,239083710,107043133,56160094,42059043,29843441,0.71,Ongoing,2023-11-23,2024-03-13,2024-04-14,197,2.1,Yes,111,32,32,1,132040577,50883039,0.5522775976665244,0.47535080087762377,182923616,0.7651028001865957,0.4477224023334756,0.5246491991223762,0,0,0.7095606288521591,1,0,0.012618296529968454,0.35189274447949526,0.3529296960165633,Medium,0,0.009635413426214748,0,0,0.44111261989872624,0.001358176061584304,2.7252378e-05,0.14403095484218584,Low
1677,2025,Ministry of Infrastructure,PM Awas Yojana,Tamil Nadu,Chennai,T Nagar,Smart City Initiative,Hospital Upgrade,Vendor_1057,218697335,119412463,50410698,22747601,8078002,0.355,Delayed,2023-02-24,2023-05-30,2023-08-24,188,4.4,Yes,95,86,86,1,99284872,69001765,0.45398299892406097,0.5778439139974861,168286637,0.7694955999349512,0.5460170010759391,0.4221560860025138,0,1,0.3551144580037253,0,0,0.01812688821752266,0.3527190332326284,0.35389938048401587,Medium,1,0.09591726609022887,0,0,0.48514267681134376,1.0,6.057262e-05,0.3644808158219105,Medium
1678,2023,Ministry of Health,PM Gram Sadak Yojana,Gujarat,Vadodara,Alkapuri,Urban Housing Scheme,Hospital Upgrade,Vendor_1069,230077263,75365618,37059915,23405321,12363208,0.528,Ongoing,2023-05-20,2023-10-25,2023-12-14,214,4.9,No,158,50,50,1,154711645,38305703,0.672433438153339,0.5082649624129666,193017348,0.8389240443980769,0.32756656184666105,0.4917350375870334,0,0,0.5282221081266093,0,0,0.008571428571428572,0.2012857142857143,0.17618603671549055,Low,0,0.029529451365364202,0,0,0.4634535083317249,0.006358176061584304,0.00011572507,0.10946569618855703,Low
1679,2025,Ministry of Education,PM Gram Sadak Yojana,Maharashtra,Nagpur,Dharampeth,State Road Development,Water Pipeline,Vendor_1081,339794709,229012940,134003932,88673391,29666328,0.335,Delayed,2024-07-11,2024-09-16,2025-01-08,287,1.68,No,67,114,114,1,110781769,95009008,0.32602558564265344,0.4148630553365238,205790777,0.6056326704015865,0.6739744143573466,0.5851369446634762,0,1,0.3345572743462579,1,0,0.013100436681222707,0.5019650655021834,0.5290458517048288,Medium,1,0.07083806690126657,0,0,0.5589861381750145,0.995,0.363941,0.5143728115905815,Medium
1680,2023,Ministry of Infrastructure,PM Gram Sadak Yojana,Gujarat,Surat,Adajan,State Road Development,Water Pipeline,Vendor_1094,223578699,114566970,58802590,30808582,29694050,0.964,Delayed,2023-10-28,2024-02-01,2024-01-24,271,4.69,Yes,96,-8,0,0,109011729,55764380,0.4875765423431505,0.486740462805292,164776109,0.7369937732753333,0.5124234576568495,0.5132595371947081,0,0,0.9638239760596576,0,0,0.00872093023255814,0.15130813953488373,0.11753525903871616,Low,0,0.02683708968329152,0,0,0.4549001609922785,0.002223384794478781,7.5063945e-05,0.08003831273477989,Low
1681,2025,Ministry of Infrastructure,Jal Jeevan Mission,Karnataka,Mysore,VV Mohalla,Urban Housing Scheme,Water Pipeline,Vendor_1020,346854262,161732078,84121762,54203834,18579877,0.343,Completed,2024-11-11,2025-02-28,2025-05-02,171,1.13,No,109,63,63,1,185122184,77610316,0.533717483915478,0.479869652079781,262732500,0.7574723126798425,0.466282516084522,0.5201303479202191,0,1,0.3427779112451713,1,1,0.009146341463414634,0.6013719512195123,0.6457039965390913,High,1,0.044696351699699224,0,0,0.5371274558992482,1.0,0.003748712,0.4914155756598716,Medium
1682,2025,Ministry of Health,Ayushman Bharat,Karnataka,Bangalore,Indiranagar,Urban Transport Improvement,School Building,Vendor_1078,230071632,142140153,95778135,63426056,30243401,0.477,Completed,2023-09-19,2024-01-06,2024-01-01,70,2.75,Yes,109,-5,0,0,87931479,46362018,0.3821917471337796,0.3261711558731754,134293497,0.5837029790791417,0.6178082528662204,0.6738288441268246,0,0,0.4768292860587138,0,0,0.012269938650306749,0.151840490797546,0.11815999554720062,Low,1,0.006561841052538696,0,0,0.4567876714819898,0.9796578908530652,2.5349904e-05,0.22070779219614367,Low
1683,2024,Ministry of Infrastructure,Jal Jeevan Mission,Tamil Nadu,Chennai,T Nagar,Smart City Initiative,Water Pipeline,Vendor_1000,146281310,58643440,46337691,40139052,24103203,0.6,Ongoing,2023-06-16,2023-10-06,2023-10-02,188,3.99,No,112,-4,0,0,87637870,12305749,0.5991050394612955,0.209840162855385,99943619,0.6832289032686404,0.4008949605387045,0.790159837144615,0,0,0.600492582634986,0,0,0.00906344410876133,0.1313595166163142,0.09412471433765734,Low,0,0.007603220415019127,0,0,0.4657254301277055,0.00041702645980705493,7.210807e-05,0.0733831937586778,Low
1684,2024,Ministry of Rural Development,Jal Jeevan Mission,Gujarat,Surat,Adajan,State Road Development,Hospital Upgrade,Vendor_1002,131582877,67040959,23442512,18293918,6905017,0.377,Ongoing,2024-02-01,2024-07-22,2024-09-26,169,3.77,No,172,66,66,1,64541918,43598447,0.4905039278020954,0.650325527115446,108140365,0.821842229517447,0.5094960721979046,0.34967447288455406,0,1,0.3774487783316838,0,0,0.020348837209302327,0.3530523255813953,0.3542905130178845,Medium,1,0.018650219839889227,0,0,0.5023284450224154,1.0,0.00025748546,0.34962884851803233,Medium
